"subject_uri","subjectBirthDate","birthPlace","birthPoint","r_property","organisation","orgPoint"
"http://dbpedia.org/resource/William_Trail",1746-06-23,"http://dbpedia.org/resource/Angus,_Scotland","56.666666666666664 -2.9166666666666665","almaMater","http://dbpedia.org/resource/University_of_Glasgow","55.871944444444445 -4.2875"
"http://dbpedia.org/resource/Pietro_Cossali",1748-06-29,"http://dbpedia.org/resource/Verona","45.43861111111111 10.992777777777778","institution","http://dbpedia.org/resource/University_of_Padua","45.416666666666664 11.866666666666667"
"http://dbpedia.org/resource/Pietro_Cossali",1748-06-29,"http://dbpedia.org/resource/Verona","45.43861111111111 10.992777777777778","institution","http://dbpedia.org/resource/University_of_Parma","44.801 10.3251"
"http://dbpedia.org/resource/Isaac_Milner",1750-01-11,"http://dbpedia.org/resource/Leeds","53.800268 -1.5497207","almaMater","http://dbpedia.org/resource/University_of_Cambridge","52.20527777777778 0.11722222222222221"
"http://dbpedia.org/resource/Thomas_Jones_(mathematician)",1756-06-23,"http://dbpedia.org/resource/Berriew","52.59628 -3.20263","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Thomas_Jones_(mathematician)",1756-06-23,"http://dbpedia.org/resource/Berriew","52.59628 -3.20263","almaMater","http://dbpedia.org/resource/St_John's_College,_Cambridge","52.20805555555555 0.11666666666666667"
"http://dbpedia.org/resource/Thomas_Jones_(mathematician)",1756-06-23,"http://dbpedia.org/resource/Berriew","52.59628 -3.20263","institution","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Pietro_Paoli",1759-03-02,"http://dbpedia.org/resource/Livorno","43.551944444444445 10.308333333333334","almaMater","http://dbpedia.org/resource/University_of_Pisa","43.71650833333333 10.398458333333334"
"http://dbpedia.org/resource/Jared_Mansfield",1759-05-23,"http://dbpedia.org/resource/New_Haven,_Connecticut","41.31 -72.92361111111111","almaMater","http://dbpedia.org/resource/Yale_University","41.31638888888889 -72.92222222222222"
"http://dbpedia.org/resource/Johann_Friedrich_Pfaff",1765-12-22,"http://dbpedia.org/resource/Stuttgart","48.7775 9.18","almaMater","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Vincenzo_Brunacci",1768-03-03,"http://dbpedia.org/resource/Florence","43.771388888888886 11.254166666666666","almaMater","http://dbpedia.org/resource/University_of_Pisa","43.71650833333333 10.398458333333334"
"http://dbpedia.org/resource/Johann_Christian_Martin_Bartels",1769-08-12,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","almaMater","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Johann_Christian_Martin_Bartels",1769-08-12,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","almaMater","http://dbpedia.org/resource/University_of_Helmstedt","52.229166666666664 11.008611111111112"
"http://dbpedia.org/resource/Joseph_Caldwell",1773-04-21,"http://dbpedia.org/resource/Lamington,_New_Jersey","40.660833333333336 -74.7175","almaMater","http://dbpedia.org/resource/Princeton_University","40.34527777777778 -74.65611111111112"
"http://dbpedia.org/resource/Carl_Friedrich_Gauss",1777-04-30,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","almaMater","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Carl_Friedrich_Gauss",1777-04-30,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","almaMater","http://dbpedia.org/resource/University_of_Helmstedt","52.229166666666664 11.008611111111112"
"http://dbpedia.org/resource/Carl_Friedrich_Gauss",1777-04-30,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","institution","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Ferdinand_Karl_Schweikart",1780-02-28,"http://dbpedia.org/resource/Erbach_im_Odenwald","49.65833333333333 8.995833333333334","almaMater","http://dbpedia.org/resource/University_of_Marburg","50.810833333333335 8.77361111111111"
"http://dbpedia.org/resource/Ferdinand_Karl_Schweikart",1780-02-28,"http://dbpedia.org/resource/Hesse","50.608028 9.028472","almaMater","http://dbpedia.org/resource/University_of_Marburg","50.810833333333335 8.77361111111111"
"http://dbpedia.org/resource/David_Brewster",1781-12-11,"http://dbpedia.org/resource/Roxburghshire","55.5 -2.5","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","55.94738888888889 -3.1871944444444447"
"http://dbpedia.org/resource/Joseph_Johann_von_Littrow",1781-03-13,"http://dbpedia.org/resource/Horšovský_Týn","49.52972222222222 12.944166666666666","almaMater","http://dbpedia.org/resource/Charles_University","50.0884 14.4037"
"http://dbpedia.org/resource/David_Brewster",1781-12-11,"http://dbpedia.org/resource/Jedburgh","55.477 -2.546","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","55.94738888888889 -3.1871944444444447"
"http://dbpedia.org/resource/Joseph_Johann_von_Littrow",1781-03-13,"http://dbpedia.org/resource/Horšovský_Týn","49.52972222222222 12.944166666666666","institution","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Joseph_Johann_von_Littrow",1781-03-13,"http://dbpedia.org/resource/Horšovský_Týn","49.52972222222222 12.944166666666666","institution","http://dbpedia.org/resource/Jagiellonian_University","50.060833333333335 19.932777777777776"
"http://dbpedia.org/resource/Joseph_Johann_von_Littrow",1781-03-13,"http://dbpedia.org/resource/Horšovský_Týn","49.52972222222222 12.944166666666666","institution","http://dbpedia.org/resource/Buda","47.46666666666667 19.05"
"http://dbpedia.org/resource/Samuel_Hunter_Christie",1784-03-22,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Antonio_Maria_Bordoni",1788-07-19,"http://dbpedia.org/resource/Cava_Manara","45.13333333333333 9.1","almaMater","http://dbpedia.org/resource/University_of_Pavia","45.18666666666667 9.15638888888889"
"http://dbpedia.org/resource/Charles_Terrot",1790-09-19,"http://dbpedia.org/resource/Cuddalore","11.75 79.75","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Theodore_Strong",1790-07-26,"http://dbpedia.org/resource/South_Hadley,_Massachusetts","42.25833333333333 -72.575","almaMater","http://dbpedia.org/resource/Yale_College","41.31166666666667 -72.92527777777778"
"http://dbpedia.org/resource/John_Herschel",1792-03-07,"http://dbpedia.org/resource/Slough","51.508392 -0.58810504","almaMater","http://dbpedia.org/resource/St_John's_College,_Cambridge","52.20805555555555 0.11666666666666667"
"http://dbpedia.org/resource/Gabrio_Piola",1794-07-15,"http://dbpedia.org/resource/Milan","45.466944444444444 9.19","almaMater","http://dbpedia.org/resource/University_of_Pavia","45.18666666666667 9.15638888888889"
"http://dbpedia.org/resource/Nikolai_Brashman",1796-06-14,"http://dbpedia.org/resource/Rousínov","49.201388888888886 16.88222222222222","almaMater","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Andreas_von_Ettingshausen",1796-11-25,"http://dbpedia.org/resource/Heidelberg","49.416666666666664 8.716666666666667","almaMater","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Andreas_von_Ettingshausen",1796-11-25,"http://dbpedia.org/resource/Heidelberg","49.416666666666664 8.716666666666667","institution","http://dbpedia.org/resource/University_of_Innsbruck","47.26277777777778 11.384444444444444"
"http://dbpedia.org/resource/Andreas_von_Ettingshausen",1796-11-25,"http://dbpedia.org/resource/Heidelberg","49.416666666666664 8.716666666666667","institution","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Christoph_Gudermann",1798-03-25,"http://dbpedia.org/resource/Vienenburg","51.95305555555556 10.561111111111112","almaMater","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Karl_Heinrich_Gräffe",1799-11-07,"http://dbpedia.org/resource/Braunschweig","52.266666666666666 10.516666666666667","almaMater","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Karl_Wilhelm_Feuerbach",1800-05-30,"http://dbpedia.org/resource/Jena","50.92722222222222 11.58611111111111","almaMater","http://dbpedia.org/resource/University_of_Freiburg","47.994166666666665 7.8469444444444445"
"http://dbpedia.org/resource/Antoine_Augustin_Cournot",1801-08-28,"http://dbpedia.org/resource/Gray,_Haute-Saône","47.445 5.5922","almaMater","http://dbpedia.org/resource/Sorbonne_University","48.85111111111111 2.3405555555555555"
"http://dbpedia.org/resource/George_Biddell_Airy",1801-07-27,"http://dbpedia.org/resource/Alnwick","55.4134 -1.7069","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Moravia","49.5 17.0","almaMater","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Niels_Henrik_Abel",1802-08-05,"http://dbpedia.org/resource/Nedstrand","59.345555555555556 5.8575","almaMater","http://dbpedia.org/resource/University_of_Oslo","59.93993611111111 10.722063888888888"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Olomouc","49.59388888888889 17.250833333333333","almaMater","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Moravia","49.5 17.0","institution","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Olomouc","49.59388888888889 17.250833333333333","institution","http://dbpedia.org/resource/University_of_Vienna","48.213055555555556 16.35972222222222"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Bassano_del_Grappa","45.766666666666666 11.734166666666667","almaMater","http://dbpedia.org/resource/University_of_Padua","45.416666666666664 11.866666666666667"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Vicenza","45.55 11.55","almaMater","http://dbpedia.org/resource/University_of_Padua","45.416666666666664 11.866666666666667"
"http://dbpedia.org/resource/John_Hymers",1803-07-20,"http://dbpedia.org/resource/Ormesby","54.549166666666665 -1.1816666666666666","almaMater","http://dbpedia.org/resource/St_John's_College,_Cambridge","52.20805555555555 0.11666666666666667"
"http://dbpedia.org/resource/Guglielmo_Libri_Carucci_dalla_Sommaja",1803-01-01,"http://dbpedia.org/resource/Florence","43.771388888888886 11.254166666666666","almaMater","http://dbpedia.org/resource/University_of_Pisa","43.71650833333333 10.398458333333334"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Bassano_del_Grappa","45.766666666666666 11.734166666666667","institution","http://dbpedia.org/resource/University_of_Padua","45.416666666666664 11.866666666666667"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Vicenza","45.55 11.55","institution","http://dbpedia.org/resource/University_of_Padua","45.416666666666664 11.866666666666667"
"http://dbpedia.org/resource/John_Hymers",1803-07-20,"http://dbpedia.org/resource/Ormesby","54.549166666666665 -1.1816666666666666","institution","http://dbpedia.org/resource/St_John's_College,_Cambridge","52.20805555555555 0.11666666666666667"
"http://dbpedia.org/resource/Carl_Gustav_Jacob_Jacobi",1804-12-10,"http://dbpedia.org/resource/Potsdam","52.4 13.066666666666666","almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin","52.518055555555556 13.393333333333333"
"http://dbpedia.org/resource/Edward_Sang",1805-01-30,"http://dbpedia.org/resource/Kirkcaldy","56.11073 -3.16737","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","55.94738888888889 -3.1871944444444447"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madurai","9.9252 78.1198","almaMater","http://dbpedia.org/resource/University_of_Cambridge","52.20527777777778 0.11722222222222221"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madurai","9.9252 78.1198","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madras_Presidency","13.08 80.27","almaMater","http://dbpedia.org/resource/University_of_Cambridge","52.20527777777778 0.11722222222222221"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madras_Presidency","13.08 80.27","almaMater","http://dbpedia.org/resource/Trinity_College,_Cambridge","52.207 0.1146"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madurai","9.9252 78.1198","institution","http://dbpedia.org/resource/University_College_London","51.52472222222222 -0.13361111111111112"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madurai","9.9252 78.1198","institution","http://dbpedia.org/resource/University_College_School","51.5533 -0.1811"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madras_Presidency","13.08 80.27","institution","http://dbpedia.org/resource/University_College_London","51.52472222222222 -0.13361111111111112"
"http://dbpedia.org/resource/Augustus_De_Morgan",1806-06-27,"http://dbpedia.org/resource/Madras_Presidency","13.08 80.27","institution","http://dbpedia.org/resource/University_College_School","51.5533 -0.1811"
"http://dbpedia.org/resource/Moritz_Abraham_Stern",1807-06-29,"http://dbpedia.org/resource/Frankfurt","50.11055555555556 8.682222222222222","institution","http://dbpedia.org/resource/University_of_Göttingen","51.54194444444445 9.934444444444445"
"http://dbpedia.org/resource/Philip_Kelland",1808-10-17,"http://dbpedia.org/resource/Dunster","51.1825 -3.4459","almaMater","http://dbpedia.org/resource/Queens'_College,_Cambridge","52.2019 0.1147"
"http://dbpedia.org/resource/Philip_Kelland",1808-10-17,"http://dbpedia.org/resource/Dunster","51.1825 -3.4459","institution","http://dbpedia.org/resource/University_of_Edinburgh","55.94738888888889 -3.1871944444444447"
"http://dbpedia.org/resource/Elias_Loomis",1811-08-07,"http://dbpedia.org/resource/Willington,_Connecticut","41.88527777777778 -72.26138888888889","almaMater","http://dbpedia.org/resource/Yale_College","41.31166666666667 -72.92527777777778"
"http://dbpedia.org/resource/Paolo_Gorini",1813-01-18,"http://dbpedia.org/resource/Pavia","45.185 9.154166666666667","almaMater","http://dbpedia.org/resource/University_of_Pavia","45.18666666666667 9.15638888888889"
"http://dbpedia.org/resource/Robert_Richard_Anstice",1813-04-09,"http://dbpedia.org/resource/Madeley,_Shropshire","52.637 -2.448","almaMater","http://dbpedia.org/resource/Christ_Church,_Oxford","51.750199 -1.255853"
"http://dbpedia.org/resource/Ferdinando_Pio_Rosellini",1814-04-20,"http://dbpedia.org/resource/Pisa","43.71666666666667 10.4","almaMater","http://dbpedia.org/resource/University_of_Pisa","43.71650833333333 10.398458333333334"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","institution","http://dbpedia.org/resource/Royal_Military_Academy,_Woolwich","51.475 0.0575"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","institution","http://dbpedia.org/resource/Johns_Hopkins_University","39.32888888888889 -76.62027777777777"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","institution","http://dbpedia.org/resource/University_College_London","51.52472222222222 -0.13361111111111112"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","institution","http://dbpedia.org/resource/University_of_Oxford","51.755 -1.255"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","51.507222222222225 -0.1275","institution","http://dbpedia.org/resource/University_of_Virginia","38.035555555555554 -78.50333333333333"
"http://dbpedia.org/resource/Karl_Weierstrass",1815-10-31,"http://dbpedia.org/resource/Ennigerloh","51.836666666666666 8.025555555555556","almaMater","http://dbpedia.org/resource/University_of_Bonn","50.73388888888889 7.102222222222222"
"http://dbpedia.org/resource/Karl_Weierstrass",1815-10-31,"http://dbpedia.org/resource/Ennigerloh","51.836666666666666 8.025555555555556","almaMater","http://dbpedia.org/resource/University_of_Münster","51.96361111111111 7.613611111111111"
"http://dbpedia.org/resource/Rudolf_Wolf",1816-07-07,"http://dbpedia.org/resource/Fällanden","47.36666666666667 8.633333333333333","almaMater","http://dbpedia.org/resource/University_of_Zurich","47.374722222222225 8.548333333333334"
