"subject_uri","subjectBirthDate","birthPlace","birthPoint","r_property","organisation","orgPoint"
"http://dbpedia.org/resource/Mikhail_Ostrogradsky",1801-09-24,"http://dbpedia.org/resource/Poltava_Oblast","http://dbpedia.org/resource/Ukraine","almaMater","http://dbpedia.org/resource/University_of_Paris","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Mikhail_Ostrogradsky",1801-09-24,"http://dbpedia.org/resource/Kozelshchyna_Raion","http://dbpedia.org/resource/Ukraine","almaMater","http://dbpedia.org/resource/University_of_Paris","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Mikhail_Ostrogradsky",1801-09-24,"http://dbpedia.org/resource/Kremenchuk_Raion","http://dbpedia.org/resource/Ukraine","almaMater","http://dbpedia.org/resource/University_of_Paris","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Moravia","http://dbpedia.org/resource/Czech_Republic","almaMater","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Olomouc","http://dbpedia.org/resource/Czechia","almaMater","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Niels_Henrik_Abel",1802-08-05,"http://dbpedia.org/resource/Nedstrand","http://dbpedia.org/resource/Norway","almaMater","http://dbpedia.org/resource/University_of_Oslo","http://dbpedia.org/resource/Norway"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Moravia","http://dbpedia.org/resource/Czech_Republic","institution","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Anton_Schrötter_von_Kristelli",1802-11-26,"http://dbpedia.org/resource/Olomouc","http://dbpedia.org/resource/Czechia","institution","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Bassano_del_Grappa","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Padua","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Vicenza","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Padua","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Guglielmo_Libri_Carucci_dalla_Sommaja",1803-01-01,"http://dbpedia.org/resource/Florence","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pisa","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Bassano_del_Grappa","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Padua","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Giusto_Bellavitis",1803-11-22,"http://dbpedia.org/resource/Vicenza","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Padua","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Carl_Gustav_Jacob_Jacobi",1804-12-10,"http://dbpedia.org/resource/Potsdam","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Edward_Sang",1805-01-30,"http://dbpedia.org/resource/Kirkcaldy","http://dbpedia.org/resource/Scotland","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Edward_Sang",1805-01-30,"http://dbpedia.org/resource/Kirkcaldy","http://dbpedia.org/resource/United_Kingdom","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Philip_Kelland",1808-10-17,"http://dbpedia.org/resource/Dunster","http://dbpedia.org/resource/United_Kingdom","institution","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Philip_Kelland",1808-10-17,"http://dbpedia.org/resource/Dunster","http://dbpedia.org/resource/Somerset","institution","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Paolo_Gorini",1813-01-18,"http://dbpedia.org/resource/Pavia","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pavia","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Ferdinando_Pio_Rosellini",1814-04-20,"http://dbpedia.org/resource/Pisa","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pisa","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","institution","http://dbpedia.org/resource/Royal_Military_Academy,_Woolwich","http://dbpedia.org/resource/United_Kingdom"
"http://dbpedia.org/resource/James_Joseph_Sylvester",1814-09-03,"http://dbpedia.org/resource/London","http://dbpedia.org/resource/United_Kingdom","institution","http://dbpedia.org/resource/Johns_Hopkins_University","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Karl_Weierstrass",1815-10-31,"http://dbpedia.org/resource/Ennigerloh","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Bonn","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Karl_Weierstrass",1815-10-31,"http://dbpedia.org/resource/Ennigerloh","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Münster","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Rudolf_Wolf",1816-07-07,"http://dbpedia.org/resource/Fällanden","http://dbpedia.org/resource/Switzerland","almaMater","http://dbpedia.org/resource/University_of_Zurich","http://dbpedia.org/resource/Switzerland"
"http://dbpedia.org/resource/Carl_Wilhelm_Borchardt",1817-02-22,"http://dbpedia.org/resource/Berlin","http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Carl_Wilhelm_Borchardt",1817-02-22,"http://dbpedia.org/resource/Berlin","http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Königsberg","http://dbpedia.org/resource/Prussia"
"http://dbpedia.org/resource/Édouard_Roche",1820-10-17,"http://dbpedia.org/resource/Montpellier","http://dbpedia.org/resource/France","almaMater","http://dbpedia.org/resource/University_of_Montpellier","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Enrico_Betti",1823-10-21,"http://dbpedia.org/resource/Tuscany","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pisa","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Enrico_Betti",1823-10-21,"http://dbpedia.org/resource/Pistoia","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pisa","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Oskar_Schlömilch",1823-04-13,"http://dbpedia.org/resource/Weimar","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Jena","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/August_Davidov",1823-12-15,"http://dbpedia.org/resource/Courland","http://dbpedia.org/resource/Latvia","almaMater","http://dbpedia.org/resource/Imperial_Moscow_University","http://dbpedia.org/resource/Russian_Empire"
"http://dbpedia.org/resource/August_Davidov",1823-12-15,"http://dbpedia.org/resource/Liepāja","http://dbpedia.org/resource/Latvia","almaMater","http://dbpedia.org/resource/Imperial_Moscow_University","http://dbpedia.org/resource/Russian_Empire"
"http://dbpedia.org/resource/Francesco_Brioschi",1824-12-22,"http://dbpedia.org/resource/Milan","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pavia","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Francesco_Brioschi",1824-12-22,"http://dbpedia.org/resource/Milan","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/Collegio_Borromeo","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Francesco_Brioschi",1824-12-22,"http://dbpedia.org/resource/Milan","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Pavia","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Carl_Anton_Bjerknes",1825-10-24,"http://dbpedia.org/resource/Oslo","http://dbpedia.org/resource/Norway","almaMater","http://dbpedia.org/resource/University_of_Oslo","http://dbpedia.org/resource/Norway"
"http://dbpedia.org/resource/Johann_Jakob_Balmer",1825-05-01,"http://dbpedia.org/resource/Lausen","http://dbpedia.org/resource/Switzerland","almaMater","http://dbpedia.org/resource/University_of_Basel","http://dbpedia.org/resource/Switzerland"
"http://dbpedia.org/resource/Christian_Wiener",1826-12-07,"http://dbpedia.org/resource/Darmstadt","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Giessen","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Christian_Wiener",1826-12-07,"http://dbpedia.org/resource/Darmstadt","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/Karlsruhe_Institute_of_Technology","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Giuseppe_Bruno_(mathematician)",1828-06-21,"http://dbpedia.org/resource/Mondovì","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Turin","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Robert_McNair_Ferguson",1829-07-08,"http://dbpedia.org/resource/Airdrie,_North_Lanarkshire","http://dbpedia.org/resource/Scotland","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Robert_McNair_Ferguson",1829-07-08,"http://dbpedia.org/resource/Airdrie,_North_Lanarkshire","http://dbpedia.org/resource/United_Kingdom","almaMater","http://dbpedia.org/resource/University_of_Edinburgh","http://dbpedia.org/resource/Scotland"
"http://dbpedia.org/resource/Elwin_Bruno_Christoffel",1829-11-10,"http://dbpedia.org/resource/Monschau","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Elwin_Bruno_Christoffel",1829-11-10,"http://dbpedia.org/resource/Monschau","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/University_of_Strasbourg","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Georg_Joseph_Sidler",1831-08-31,"http://dbpedia.org/resource/Zug","http://dbpedia.org/resource/Switzerland","almaMater","http://dbpedia.org/resource/University_of_Zurich","http://dbpedia.org/resource/Switzerland"
"http://dbpedia.org/resource/Peter_Ludwig_Mejdell_Sylow",1832-12-12,"http://dbpedia.org/resource/Oslo","http://dbpedia.org/resource/Norway","almaMater","http://dbpedia.org/resource/University_of_Oslo","http://dbpedia.org/resource/Norway"
"http://dbpedia.org/resource/Lazarus_Fuchs",1833-05-05,"http://dbpedia.org/resource/Mosina","http://dbpedia.org/resource/Poland","institution","http://dbpedia.org/resource/University_of_Greifswald","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Felice_Casorati_(mathematician)",1835-12-17,"http://dbpedia.org/resource/Pavia","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pavia","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Eugenio_Beltrami",1835-11-16,"http://dbpedia.org/resource/Cremona","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Pavia","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Eugenio_Beltrami",1835-11-16,"http://dbpedia.org/resource/Cremona","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/Ghislieri_College","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Leo_Königsberger",1837-10-15,"http://dbpedia.org/resource/Poznań","http://dbpedia.org/resource/Poland","almaMater","http://dbpedia.org/resource/Humboldt_University_of_Berlin","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Leo_Königsberger",1837-10-15,"http://dbpedia.org/resource/Poznań","http://dbpedia.org/resource/Poland","institution","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/George_William_Hill",1838-03-03,"http://dbpedia.org/resource/New_York_City","http://dbpedia.org/resource/United_States","almaMater","http://dbpedia.org/resource/Rutgers_University","http://dbpedia.org/resource/United_States"
"http://dbpedia.org/resource/Thorvald_N._Thiele",1838-12-24,"http://dbpedia.org/resource/Copenhagen","http://dbpedia.org/resource/Denmark","almaMater","http://dbpedia.org/resource/University_of_Copenhagen","http://dbpedia.org/resource/Denmark"
"http://dbpedia.org/resource/Camille_Jordan",1838-01-05,"http://dbpedia.org/resource/Lyon","http://dbpedia.org/resource/France","almaMater","http://dbpedia.org/resource/École_polytechnique","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Hermann_Hankel",1839-02-14,"http://dbpedia.org/resource/Halle_(Saale)","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/Leipzig_University","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Francesco_Siacci",1839-04-20,"http://dbpedia.org/resource/Rome","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Turin","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Hermann_Hankel",1839-02-14,"http://dbpedia.org/resource/Halle_(Saale)","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/University_of_Erlangen–Nuremberg","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Hermann_Hankel",1839-02-14,"http://dbpedia.org/resource/Halle_(Saale)","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/University_of_Tübingen","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Hermann_Hankel",1839-02-14,"http://dbpedia.org/resource/Halle_(Saale)","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/Leipzig_University","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Franz_Mertens",1840-03-20,"http://dbpedia.org/resource/Środa_Wielkopolska","http://dbpedia.org/resource/Poland","institution","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Franz_Mertens",1840-03-20,"http://dbpedia.org/resource/Środa_Wielkopolska","http://dbpedia.org/resource/Poland","institution","http://dbpedia.org/resource/Graz_University_of_Technology","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Carl_Johannes_Thomae",1840-12-11,"http://dbpedia.org/resource/Laucha_an_der_Unstrut","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","institution","http://dbpedia.org/resource/University_of_Jena","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Theodor_von_Oppolzer",1841-10-26,"http://dbpedia.org/resource/Prague","http://dbpedia.org/resource/Czechia","almaMater","http://dbpedia.org/resource/University_of_Vienna","http://dbpedia.org/resource/Austria"
"http://dbpedia.org/resource/Andrea_Naccari",1841-08-12,"http://dbpedia.org/resource/Padua","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Padua","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Antonio_Fais",1841-04-25,"http://dbpedia.org/resource/Ploaghe","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Turin","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Andrea_Naccari",1841-08-12,"http://dbpedia.org/resource/Padua","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Turin","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Antonio_Fais",1841-04-25,"http://dbpedia.org/resource/Ploaghe","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Bologna","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Antonio_Fais",1841-04-25,"http://dbpedia.org/resource/Ploaghe","http://dbpedia.org/resource/Italy","institution","http://dbpedia.org/resource/University_of_Cagliari","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Joseph_Valentin_Boussinesq",1842-03-13,"http://dbpedia.org/resource/Saint-André-de-Sangonis","http://dbpedia.org/resource/France","almaMater","http://dbpedia.org/resource/University_of_Paris","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Joseph_Valentin_Boussinesq",1842-03-13,"http://dbpedia.org/resource/Hérault","http://dbpedia.org/resource/France","almaMater","http://dbpedia.org/resource/University_of_Paris","http://dbpedia.org/resource/France"
"http://dbpedia.org/resource/Giuseppe_Basso",1842-11-09,"http://dbpedia.org/resource/Chivasso","http://dbpedia.org/resource/Italy","almaMater","http://dbpedia.org/resource/University_of_Turin","http://dbpedia.org/resource/Italy"
"http://dbpedia.org/resource/Alexander_von_Brill",1842-09-20,"http://dbpedia.org/resource/Darmstadt","http://dbpedia.org/resource/http://dbpedia.org/resource/Germany","almaMater","http://dbpedia.org/resource/University_of_Giessen","http://dbpedia.org/resource/Germany"
"http://dbpedia.org/resource/Sophus_Lie",1842-12-17,"http://dbpedia.org/resource/Nordfjordeid","http://dbpedia.org/resource/Norway","almaMater","http://dbpedia.org/resource/University_of_Oslo","http://dbpedia.org/resource/Norway"
